(36.188572, 25.982256, 0.0)
(36.082436, 25.138517, 0.0)
(36.003407, 24.900938, 0.0)
(36.020405, 24.779863, 0.0)
(36.085064, 24.775499, 0.0)
(36.083324, 24.704235, 0.0)
(36.140900, 24.738688, 0.0)
(36.150547, 24.751997, 0.0)
(36.214596, 24.741051, 0.0)
(36.187317, 25.320253, 0.0)
(36.222095, 25.319710, 0.0)
(36.234116, 25.340227, 0.0)
(36.240795, 25.369486, 0.0)
(36.254601, 25.380486, 0.0)
(36.269592, 25.398800, 0.0)
(36.279686, 25.374235, 0.0)
(36.296402, 25.384903, 0.0)
(36.319534, 25.345995, 0.0)
(36.334705, 25.333399, 0.0)
(36.331184, 25.325703, 0.0)
(36.308208, 25.325964, 0.0)
(36.317890, 25.309961, 0.0)
(36.357460, 24.971247, 0.0)
(36.354382, 24.948235, 0.0)
(36.334015, 24.928568, 0.0)
(36.343765, 24.932871, 0.0)
(36.322792, 24.972290, 0.0)
(36.305298, 25.002689, 0.0)
(36.291431, 24.979279, 0.0)
(36.297173, 24.960396, 0.0)
(36.327446, 24.931267, 0.0)
(36.331490, 24.935385, 0.0)
(36.314606, 24.937178, 0.0)
(36.322018, 24.939579, 0.0)
(36.309704, 24.939787, 0.0)
(36.279625, 24.869457, 0.0)
(36.312321, 24.880749, 0.0)
(36.304871, 24.857294, 0.0)
(36.304146, 24.831936, 0.0)
(36.301483, 24.870871, 0.0)
(36.309849, 24.895292, 0.0)
(36.304218, 24.901558, 0.0)
(36.306511, 24.925657, 0.0)
(36.344990, 24.952932, 0.0)
(36.329464, 24.977018, 0.0)
(36.372890, 25.010256, 0.0)
(36.397022, 25.087229, 0.0)
(36.373569, 25.037104, 0.0)
(36.367146, 25.032631, 0.0)
(36.369034, 25.031977, 0.0)
(36.344444, 25.025742, 0.0)
(36.388775, 25.036493, 0.0)
(36.375809, 25.059319, 0.0)
(36.368004, 25.079350, 0.0)
(36.366665, 25.077734, 0.0)
(36.370174, 25.075693, 0.0)
(36.382320, 25.070692, 0.0)
(36.375500, 25.134024, 0.0)
(36.371410, 25.150263, 0.0)
(36.373428, 25.121971, 0.0)
(36.363216, 25.055105, 0.0)
(36.376263, 25.066713, 0.0)
(36.355358, 25.069551, 0.0)
(36.343082, 25.060345, 0.0)
(36.349171, 25.085268, 0.0)
(36.336761, 25.091728, 0.0)
(36.315228, 25.064507, 0.0)
(36.317699, 25.051140, 0.0)
(36.329723, 25.062685, 0.0)
(36.328175, 25.060556, 0.0)
(36.307747, 25.078014, 0.0)
(36.320332, 25.075037, 0.0)
(36.314945, 25.028509, 0.0)
(36.320148, 25.050606, 0.0)
(36.329159, 25.066708, 0.0)
(36.316711, 25.065830, 0.0)
(36.320396, 25.089397, 0.0)
(36.307907, 25.055428, 0.0)
(36.302803, 25.056480, 0.0)
(36.303612, 25.035999, 0.0)
(36.324863, 25.030924, 0.0)
(36.336189, 25.028061, 0.0)
(36.325390, 25.051668, 0.0)
(36.319180, 25.066963, 0.0)
(36.336502, 25.018112, 0.0)
(36.348358, 24.972845, 0.0)
(36.345291, 24.982073, 0.0)
(36.328400, 24.952442, 0.0)
(36.328400, 24.952772, 0.0)
(36.336353, 24.982443, 0.0)
(36.307076, 24.984236, 0.0)
(36.288361, 24.967855, 0.0)
