user,eye,code,motion_session,frame_idx,ts,cx,cy,score,speed_pxps,state
1,left,101,saccade,1,1657710786177477.0,164.88398692810455,135.4113562091503,22.506152331853972,,Fixation
1,left,101,saccade,4,1657710786297477.0,164.581311769991,135.70956873315365,21.604568405727857,2.234403725906511,Fixation
1,left,101,saccade,7,1657710786417477.0,164.66098226466576,135.89904502046386,21.678642384887706,0.328442788615227,Fixation
1,left,101,saccade,10,1657710786537478.0,164.53260373917007,135.7715458276334,21.125928481461806,2.583405378461549,Fixation
1,left,101,saccade,13,1657710786657478.0,164.06020654801142,135.7457701604043,21.301092617178234,1.826241921201564,Fixation
1,left,101,saccade,16,1657710786777478.0,164.14604166666663,135.978125,21.10112707599404,0.5487777764387697,Fixation
1,left,101,saccade,19,1657710786897478.0,164.09685230024212,135.87227602905568,21.697936183107696,0.5394453758452374,Fixation
1,left,101,saccade,22,1657710787017478.0,164.08218079775503,135.86550410903988,22.135632934657288,1.2260112176409155,Fixation
1,left,101,saccade,25,1657710787137478.0,163.93542757417103,136.1182858250921,22.17487787392028,0.5021012907561306,Fixation
1,left,101,saccade,28,1657710787257478.0,164.1335884818662,135.75651540003645,22.78606239094574,3.014722279334375,Fixation
1,left,101,saccade,31,1657710787377478.0,164.47145877378435,135.63231148696264,23.747624633227957,1.4746963954314751,Fixation
1,left,101,saccade,34,1657710787497478.0,164.48739495798318,135.765756302521,23.65697098762226,1.0513357811338908,Fixation
1,left,101,saccade,37,1657710787617478.0,164.42754367934225,135.88078108941417,24.444039401627727,1.367251827673628,Fixation
1,left,101,saccade,40,1657710787737479.0,164.8139342909031,135.73336635298,25.25716136978133,2.2863457002361947,Fixation
1,left,101,saccade,43,1657710787857479.0,164.972302273455,135.81492154979185,25.07479570213292,1.0178200837461169,Fixation
1,left,101,saccade,46,1657710787977479.0,165.0581306409668,135.7396359186171,26.747256355346092,0.826816280023387,Fixation
1,left,101,saccade,49,1657710788097479.0,165.03939122649956,135.62817069531482,27.517724361745202,0.9464718675813868,Fixation
1,left,101,saccade,52,1657710788217479.0,165.20965842167254,135.90886336866902,27.720994967248064,1.5546170253274625,Fixation
1,left,101,saccade,55,1657710788337479.0,165.31688500727802,135.87758369723434,28.199889265477502,0.7159909763084751,Fixation
1,left,101,saccade,58,1657710788457479.0,165.0913770913771,135.7842127842128,28.70409781184697,0.9846906629698206,Fixation
1,left,101,saccade,61,1657710788577479.0,165.10077519379846,135.97322057787173,28.611537466612884,1.5260189113657991,Fixation
1,left,101,saccade,64,1657710788697479.0,165.12767425810904,136.1486542443064,29.012739592331762,0.9471998519450562,Fixation
1,left,101,saccade,67,1657710788817479.0,165.30914618028018,136.06410256410254,29.957128965092526,1.233020503064747,Fixation
1,left,101,saccade,70,1657710788937480.0,165.2044531761624,136.43444662737392,30.109926193982194,1.3188256979808424,Fixation
1,left,101,saccade,73,1657710789057480.0,165.1760420882234,136.3512747875354,29.662034240905076,1.5873338520097933,Fixation
1,left,101,saccade,76,1657710789177480.0,164.9810275585099,136.12588284171167,28.868696468619856,4.420739819921147,Fixation
1,left,101,saccade,79,1657710789297480.0,164.30670066581666,136.95948434622466,26.957445066051555,4.152328188821568,Fixation
1,left,101,saccade,82,1657710789417480.0,164.85164394546914,137.11400695001336,29.31266094175499,1.1638735861462566,Fixation
1,left,101,saccade,85,1657710789537480.0,164.585983289687,136.95435839880284,31.643399338551156,0.6462556099519764,Fixation
1,left,101,saccade,88,1657710789657480.0,164.82753202803963,137.26722262509065,31.9668711357333,1.267394200416731,Fixation
1,left,101,saccade,91,1657710789777480.0,164.80045189677725,137.17005589249612,33.024551925331245,2.270079854515186,Fixation
1,left,101,saccade,94,1657710789897480.0,164.41654518950438,137.6248785228377,32.25424841917048,1.5448160907038981,Fixation
1,left,101,saccade,97,1657710790017480.0,164.9104386924292,137.52412200753432,31.969879608375567,28.77741962082694,Fixation
1,left,101,saccade,100,1657710790137480.0,165.84617044228693,144.38187702265373,18.27776547754589,1.6386646253243136,Fixation
1,left,101,saccade,103,1657710790257481.0,164.52485065710871,137.44671445639187,31.626908156219255,30.164162099176128,Fixation
1,left,101,saccade,106,1657710790377481.0,164.3442697653224,137.29995443153337,34.12996886707991,0.5618407492151155,Fixation
1,left,101,saccade,109,1657710790497481.0,164.56183827806862,137.31704479348457,33.729625652229636,1.584621351915547,Fixation
1,left,101,saccade,112,1657710790617481.0,164.6679541650573,137.10029612462984,30.894138423982785,2.0439172918537785,Fixation
1,left,101,saccade,115,1657710790737481.0,164.23391328362328,136.95222314277822,27.913639475431562,2.100107213967641,Fixation
1,left,101,saccade,118,1657710790857481.0,164.1772589710333,137.21544891194696,27.875184370822147,0.7296473612397462,Fixation
1,left,101,saccade,121,1657710790977481.0,164.40873015873015,136.9624433106576,27.9855442441543,2.082846921199954,Fixation
1,left,101,saccade,124,1657710791097481.0,164.1529346159208,136.7161578140248,27.613102230974352,1.4210398043417696,Fixation
1,left,101,saccade,127,1657710791217481.0,164.25228954961736,136.65939028980054,31.736069290366856,1.2717282107816794,Fixation
1,left,101,saccade,130,1657710791337481.0,164.44114451285765,136.81661233852466,31.756278590564918,1.028877528975084,Fixation
1,left,101,saccade,133,1657710791457482.0,164.21121875373757,136.9028824303313,31.834598763359256,1.049946870769785,Fixation
1,left,101,saccade,136,1657710791577482.0,164.18970380818052,136.83321579689704,32.94665114194958,1.1739611803290877,Fixation
1,left,101,saccade,139,1657710791697482.0,164.3430735930736,137.1518759018759,32.210582387643065,0.8467261543316166,Fixation
1,left,101,saccade,142,1657710791817482.0,164.194365192582,137.0363766048502,32.39059713127456,1.2445171466898028,Fixation
1,left,101,saccade,145,1657710791937482.0,164.2563095238095,136.86607142857142,32.69985181485291,1.210179188917213,Fixation
1,left,101,saccade,148,1657710792057482.0,164.447119924457,136.89329556185078,33.12117800111389,0.1667184467245484,Fixation
1,left,101,saccade,151,1657710792177482.0,164.29330007127584,136.88132573057734,32.42525790620169,1.3541274979982387,Fixation
1,left,101,saccade,154,1657710792297482.0,164.1221671388102,136.88833805476864,31.839098247146076,1.9203450935187907,Fixation
1,left,101,saccade,157,1657710792417482.0,164.43580077678774,137.3196253141421,33.99009165928467,1.4171710138905584,Fixation
1,left,101,saccade,160,1657710792537482.0,164.29619503303712,137.1805650489861,33.579575729039185,1.450125246717843,Fixation
1,left,101,saccade,163,1657710792657482.0,164.23575547866204,137.03483275663206,32.96176707203694,1.0353560615445456,Fixation
1,left,101,saccade,166,1657710792777483.0,164.5308162785227,137.26240884497764,32.91180539955419,1.4857464528184612,Fixation
1,left,101,saccade,169,1657710792897483.0,164.51970443349754,136.81914144968331,32.89289118680257,1.8240037234427688,Fixation
1,left,101,saccade,172,1657710793017483.0,164.531490015361,136.82464846980974,32.79703796215061,0.7317482465033739,Fixation
1,left,101,saccade,175,1657710793137483.0,164.53027671645245,136.99444251476206,33.42384618224951,1.525944950612603,Fixation
1,left,101,saccade,178,1657710793257483.0,164.460757156048,137.18397968605723,32.927556679553724,0.6933155028967424,Fixation
