(31.912157, 23.380814, 0.0)
(31.668388, 21.852434, 0.0)
(31.529423, 21.419516, 0.0)
(31.502060, 21.391926, 0.0)
(31.442499, 21.444304, 0.0)
(31.506075, 21.955788, 0.0)
(31.451910, 22.462547, 0.0)
(31.441278, 22.430407, 0.0)
(31.359604, 22.271488, 0.0)
(31.339027, 22.210974, 0.0)
(31.366110, 22.208241, 0.0)
(31.356638, 22.151510, 0.0)
(31.371172, 22.219585, 0.0)
(31.395555, 22.192469, 0.0)
(31.389877, 22.199966, 0.0)
(31.420313, 22.236813, 0.0)
(31.430986, 22.224491, 0.0)
(31.430761, 22.233467, 0.0)
(31.433632, 22.202965, 0.0)
(31.412086, 22.186205, 0.0)
(31.406588, 22.166212, 0.0)
(31.409876, 22.173420, 0.0)
(31.406588, 22.154434, 0.0)
(31.407825, 22.160931, 0.0)
(31.413744, 22.189682, 0.0)
(31.406099, 22.224752, 0.0)
(31.420940, 22.268602, 0.0)
(31.426159, 22.268909, 0.0)
(31.426502, 22.293602, 0.0)
(31.410458, 22.242079, 0.0)
(31.391565, 22.238176, 0.0)
(31.386366, 22.230316, 0.0)
(31.383566, 22.196136, 0.0)
(31.401224, 22.233694, 0.0)
(31.356285, 22.191967, 0.0)
(31.375927, 22.210484, 0.0)
(31.382065, 22.209394, 0.0)
(31.348740, 22.194422, 0.0)
(31.354431, 22.201996, 0.0)
(31.359165, 22.235897, 0.0)
(31.344156, 22.250702, 0.0)
(31.354799, 22.241037, 0.0)
(31.380487, 22.263308, 0.0)
(31.355356, 22.273256, 0.0)
(31.332178, 22.262564, 0.0)
(31.336840, 22.270100, 0.0)
(31.381456, 22.273970, 0.0)
(31.382690, 22.274221, 0.0)
(31.369850, 22.281807, 0.0)
(31.373833, 22.227596, 0.0)
(31.369781, 22.282274, 0.0)
(31.369898, 22.275984, 0.0)
(31.349400, 22.288757, 0.0)
(31.359411, 22.308886, 0.0)
(31.377592, 22.309694, 0.0)
(31.361141, 22.248632, 0.0)
(31.369907, 22.282619, 0.0)
(31.358791, 22.220230, 0.0)
(31.329294, 22.203077, 0.0)
(31.359745, 22.224390, 0.0)
(31.367579, 22.210651, 0.0)
(31.345861, 22.188229, 0.0)
(31.360603, 22.219719, 0.0)
(31.363670, 22.259197, 0.0)
(31.511009, 22.287502, 0.0)
(31.491899, 22.239950, 0.0)
(31.460953, 22.261475, 0.0)
(31.446236, 22.264437, 0.0)
(31.448170, 22.271282, 0.0)
(31.432093, 22.259123, 0.0)
(31.410381, 22.256876, 0.0)
(31.401028, 22.253420, 0.0)
(31.418064, 22.270845, 0.0)
(31.419624, 22.273933, 0.0)
(31.434708, 22.301342, 0.0)
(31.433319, 22.281572, 0.0)
(31.439989, 22.309389, 0.0)
(31.407719, 22.331873, 0.0)
(31.462336, 23.535789, 0.0)
(31.391397, 22.332726, 0.0)
(31.362133, 22.113916, 0.0)
(31.361504, 22.219133, 0.0)
(31.367052, 22.236057, 0.0)
(31.381367, 22.252695, 0.0)
(31.380718, 22.275747, 0.0)
(31.372444, 22.307575, 0.0)
(31.393337, 22.312056, 0.0)
(31.416763, 22.325083, 0.0)
(31.413038, 22.303577, 0.0)
(31.342403, 22.291430, 0.0)
(31.201262, 22.213985, 0.0)
(31.169069, 22.211313, 0.0)
(31.165462, 22.222115, 0.0)
(31.177824, 22.198242, 0.0)
(31.196320, 22.244270, 0.0)
(31.178818, 22.280397, 0.0)
(31.184784, 22.303226, 0.0)
(31.189579, 22.313122, 0.0)
(31.196707, 22.314121, 0.0)
(31.182487, 22.291752, 0.0)
(31.159454, 22.231707, 0.0)
(31.176897, 22.266043, 0.0)
(31.176004, 22.273046, 0.0)
(31.323824, 22.256451, 0.0)
(31.336643, 22.252308, 0.0)
(31.319019, 22.237492, 0.0)
(31.296398, 22.241894, 0.0)
(31.291002, 22.225309, 0.0)
(31.309605, 22.306116, 0.0)
(31.330433, 22.299511, 0.0)
(31.298910, 22.305502, 0.0)
(31.304646, 22.273733, 0.0)
(31.261848, 22.335005, 0.0)
(31.319731, 22.897741, 0.0)
(31.268875, 22.267282, 0.0)
(31.240423, 22.182629, 0.0)
(31.283030, 22.261677, 0.0)
(31.271326, 22.297327, 0.0)
(31.264425, 22.322361, 0.0)
(31.259459, 22.369394, 0.0)
(31.259483, 22.360025, 0.0)
(31.251637, 22.357372, 0.0)
(31.265806, 22.385695, 0.0)
(31.243681, 22.401287, 0.0)
(31.249517, 22.392307, 0.0)
(31.235649, 22.393488, 0.0)
(31.242516, 22.404861, 0.0)
(31.232321, 22.380184, 0.0)
(31.233549, 22.379229, 0.0)
(31.240345, 22.411148, 0.0)
(31.238237, 22.406616, 0.0)
(31.245173, 22.427841, 0.0)
(31.227341, 22.396112, 0.0)
(31.245836, 22.406910, 0.0)
(31.245075, 22.401703, 0.0)
(31.249529, 22.343641, 0.0)
(31.264843, 22.387421, 0.0)
(31.283426, 22.331915, 0.0)
(31.272070, 22.402931, 0.0)
(31.336750, 22.357405, 0.0)
(31.332695, 22.338055, 0.0)
(31.322689, 22.356943, 0.0)
(31.333172, 22.417789, 0.0)
(31.312611, 22.423012, 0.0)
(31.338945, 22.421890, 0.0)
(31.333483, 22.469915, 0.0)
(31.327351, 22.358299, 0.0)
(31.353365, 22.368671, 0.0)
(31.382717, 22.790812, 0.0)
(31.346233, 22.294678, 0.0)
(31.336193, 22.280100, 0.0)
(31.325258, 22.297403, 0.0)
(31.324738, 22.296646, 0.0)
(31.315725, 22.326391, 0.0)
(31.327831, 22.291943, 0.0)
(31.322357, 22.298895, 0.0)
(31.316063, 22.233618, 0.0)
(31.327248, 22.264271, 0.0)
(31.212343, 22.319370, 0.0)
(31.204834, 22.295414, 0.0)
(31.212749, 22.294676, 0.0)
(31.166693, 22.395426, 0.0)
(31.218695, 22.386536, 0.0)
(31.193806, 22.450666, 0.0)
(31.212219, 22.412580, 0.0)
(31.227154, 22.392334, 0.0)
(31.218939, 22.397860, 0.0)
(31.216967, 22.384378, 0.0)
(32.039261, 23.712151, 0.0)
(31.957203, 22.436199, 0.0)
(31.875666, 21.927254, 0.0)
(31.901388, 21.923996, 0.0)
(32.785984, 22.547918, 0.0)
(36.068108, 24.711924, 0.0)
(38.019505, 26.657785, 0.0)
(38.726513, 27.052523, 0.0)
(38.788532, 26.881147, 0.0)
(38.935001, 26.835785, 0.0)
(38.976498, 26.780127, 0.0)
(38.950165, 26.755508, 0.0)
(38.936722, 26.829144, 0.0)
(38.779449, 26.881474, 0.0)
(38.870071, 26.923683, 0.0)
(38.778088, 26.950911, 0.0)
(39.239960, 27.115244, 0.0)
(39.413399, 27.157242, 0.0)
(39.418476, 27.053545, 0.0)
(39.433765, 27.104069, 0.0)
(39.280876, 27.087831, 0.0)
(39.438206, 27.039837, 0.0)
(39.375381, 27.023529, 0.0)
(39.373791, 27.029428, 0.0)
(39.376442, 26.965815, 0.0)
(39.393414, 26.968525, 0.0)
(39.360752, 26.975082, 0.0)
(39.347595, 26.934198, 0.0)
(39.462856, 24.034422, 0.0)
(39.708794, 20.802662, 0.0)
(39.736393, 19.775682, 0.0)
(39.530609, 19.953018, 0.0)
(39.461487, 19.818995, 0.0)
(39.462933, 19.756794, 0.0)
(39.438667, 19.704859, 0.0)
(39.507332, 19.680758, 0.0)
(39.504776, 19.659439, 0.0)
(39.486790, 19.687777, 0.0)
(39.721672, 19.751911, 0.0)
(39.728935, 19.753252, 0.0)
(39.682426, 19.743557, 0.0)
(39.682426, 19.743557, 0.0)
(39.657227, 19.765385, 0.0)
(39.657803, 19.742308, 0.0)
(39.612316, 19.747339, 0.0)
(39.595890, 19.734673, 0.0)
(39.540638, 19.688051, 0.0)
(39.565426, 19.710300, 0.0)
(39.532043, 19.652119, 0.0)
(39.483162, 19.614464, 0.0)
(39.525349, 19.613792, 0.0)
(39.419685, 19.574430, 0.0)
(39.491329, 19.553146, 0.0)
(39.389053, 19.520206, 0.0)
(39.374481, 19.490488, 0.0)
(39.392311, 19.507692, 0.0)
(39.323715, 19.489817, 0.0)
(39.378834, 19.480576, 0.0)
(39.375484, 19.479778, 0.0)
(39.356674, 19.409805, 0.0)
(39.367775, 19.393362, 0.0)
(39.484100, 19.571552, 0.0)
(39.494846, 19.638796, 0.0)
(39.473598, 19.537983, 0.0)
(39.451283, 19.522919, 0.0)
(37.405602, 18.732759, 0.0)
(33.216255, 18.025150, 0.0)
(27.461351, 18.716150, 0.0)
(26.407850, 19.425898, 0.0)
(26.527254, 19.447521, 0.0)
(26.574524, 19.296183, 0.0)
(26.598448, 19.142756, 0.0)
(26.582148, 18.992620, 0.0)
(26.573303, 18.944210, 0.0)
(26.599770, 18.916416, 0.0)
(26.592947, 18.891861, 0.0)
(26.585329, 18.955664, 0.0)
(29.000895, 18.715305, 0.0)
(34.995079, 17.802925, 0.0)
(36.231853, 17.633852, 0.0)
(36.335804, 17.660570, 0.0)
(36.290070, 17.673845, 0.0)
(36.306526, 17.648619, 0.0)
(36.296734, 17.638998, 0.0)
(36.274750, 17.564407, 0.0)
(36.277050, 17.558975, 0.0)
(37.575672, 19.014990, 0.0)
(37.519802, 19.477379, 0.0)
(37.419491, 19.391333, 0.0)
(37.390419, 19.399389, 0.0)
(28.318172, 22.979362, 0.0)
(26.946577, 23.463400, 0.0)
(26.408760, 24.044628, 0.0)
(26.314428, 24.040619, 0.0)
(26.268688, 23.984718, 0.0)
(26.219187, 23.983423, 0.0)
(26.214516, 23.955660, 0.0)
(26.179085, 23.969587, 0.0)
(26.137444, 23.978281, 0.0)
(26.279741, 25.763611, 0.0)
(26.510752, 26.685907, 0.0)
(26.488264, 26.846083, 0.0)
(26.416845, 26.804138, 0.0)
(26.300014, 26.583490, 0.0)
(25.204660, 22.659948, 0.0)
(24.297499, 20.729572, 0.0)
(24.006910, 20.591099, 0.0)
(24.013981, 20.480381, 0.0)
(24.028437, 20.361614, 0.0)
(23.810890, 20.563904, 0.0)
(23.565836, 20.786928, 0.0)
(23.538229, 20.719364, 0.0)
(23.519426, 20.698734, 0.0)
(23.464733, 20.805094, 0.0)
(24.062462, 20.552561, 0.0)
(24.886980, 20.616137, 0.0)
(24.853323, 20.392937, 0.0)
(24.809872, 20.512310, 0.0)
(24.710007, 20.499146, 0.0)
