(34.452164, 27.857944, 0.0)
(34.491337, 25.843906, 0.0)
(34.525394, 25.731733, 0.0)
(34.578568, 25.879904, 0.0)
(34.625923, 25.873833, 0.0)
(34.650883, 25.906210, 0.0)
(34.667973, 25.869289, 0.0)
(34.655018, 25.836657, 0.0)
(34.692322, 25.768717, 0.0)
(34.714443, 25.756258, 0.0)
(34.676754, 25.710415, 0.0)
(34.719074, 25.693645, 0.0)
(34.717247, 25.699543, 0.0)
(34.734596, 25.679789, 0.0)
(34.718327, 25.666069, 0.0)
(34.697418, 25.657036, 0.0)
(33.169167, 25.851055, 0.0)
(32.725521, 26.053503, 0.0)
(32.709129, 26.047871, 0.0)
(32.709129, 26.047871, 0.0)
(32.708908, 26.066986, 0.0)
(32.717316, 26.087597, 0.0)
(32.706776, 26.072922, 0.0)
(32.719429, 26.030914, 0.0)
(32.664791, 26.060692, 0.0)
(32.685432, 26.041971, 0.0)
(32.695377, 26.041773, 0.0)
(32.697384, 26.055681, 0.0)
(32.687542, 26.073454, 0.0)
(32.690041, 26.086088, 0.0)
(32.472023, 26.559591, 0.0)
(32.396641, 27.203299, 0.0)
(32.397003, 27.248589, 0.0)
(32.405399, 27.230162, 0.0)
(32.403542, 27.241346, 0.0)
(32.406864, 27.272051, 0.0)
(32.412868, 27.295675, 0.0)
(32.403168, 27.301197, 0.0)
(32.373234, 27.258692, 0.0)
(32.354637, 27.248104, 0.0)
(32.358562, 27.245207, 0.0)
(32.365101, 27.225990, 0.0)
(32.370899, 27.201488, 0.0)
(32.371220, 27.210840, 0.0)
(32.434280, 27.732334, 0.0)
(32.427467, 27.820883, 0.0)
(32.427467, 27.820883, 0.0)
(32.427467, 27.820883, 0.0)
(32.408081, 27.779434, 0.0)
(32.428940, 27.788647, 0.0)
(32.434238, 27.790516, 0.0)
(32.406246, 27.814552, 0.0)
(32.415329, 27.818695, 0.0)
(32.437008, 27.828833, 0.0)
(32.420387, 27.813351, 0.0)
(32.407177, 27.806522, 0.0)
(32.407059, 27.806551, 0.0)
(32.416561, 27.776560, 0.0)
(32.414673, 27.714832, 0.0)
(32.426182, 27.723909, 0.0)
(32.445324, 27.713804, 0.0)
(32.459965, 27.946550, 0.0)
(32.448887, 27.978022, 0.0)
(32.431488, 27.982338, 0.0)
(32.431713, 27.982046, 0.0)
(32.441345, 27.983257, 0.0)
(32.434681, 27.962166, 0.0)
(32.434681, 27.962166, 0.0)
(32.425194, 27.998516, 0.0)
(32.417469, 27.999659, 0.0)
(32.431488, 27.982338, 0.0)
(32.370274, 27.984062, 0.0)
(32.358509, 27.986797, 0.0)
(32.332813, 27.992544, 0.0)
(32.313633, 27.997957, 0.0)
(32.326622, 27.979181, 0.0)
(32.323784, 27.982697, 0.0)
