filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
000001_1658487135857580.png,50814,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000002_1658487135897580.png,50797,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000003_1658487135937580.png,50841,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000004_1658487135977580.png,50806,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000005_1658487136017580.png,50786,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000006_1658487136057580.png,50777,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000007_1658487136097580.png,50804,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000008_1658487136137580.png,50831,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000009_1658487136177580.png,50839,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000010_1658487136217580.png,50799,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000011_1658487136257580.png,50872,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000012_1658487136297580.png,50828,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000013_1658487136337580.png,50705,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000014_1658487136377580.png,50665,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000015_1658487136417580.png,50681,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000016_1658487136457580.png,50647,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000017_1658487136497580.png,50430,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000018_1658487136537580.png,50383,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000019_1658487136577580.png,50382,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000020_1658487136617580.png,50318,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000021_1658487136657580.png,50425,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000022_1658487136697580.png,50578,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000023_1658487136737580.png,50629,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000024_1658487136777580.png,50812,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000025_1658487136817580.png,50771,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000026_1658487136857580.png,50762,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000027_1658487136897580.png,50842,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000028_1658487136937580.png,50923,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000029_1658487136977580.png,50949,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000030_1658487137017581.png,51015,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000031_1658487137057581.png,51011,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000032_1658487137097581.png,50971,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000033_1658487137137581.png,51023,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000034_1658487137177581.png,50917,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000035_1658487137217581.png,50988,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000036_1658487137257581.png,51007,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000037_1658487137297581.png,50954,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000038_1658487137337581.png,50952,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000039_1658487137377581.png,50951,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000040_1658487137417581.png,50987,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000041_1658487137457581.png,50911,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000042_1658487137497581.png,50971,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000043_1658487137537581.png,50971,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000044_1658487137577581.png,50981,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000045_1658487137617581.png,50973,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000046_1658487137657581.png,51004,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000047_1658487137697581.png,50962,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000048_1658487137737581.png,51035,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000049_1658487137777581.png,51043,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000050_1658487137817581.png,51032,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000051_1658487137857581.png,51045,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000052_1658487137897581.png,51086,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000053_1658487137937581.png,51111,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000054_1658487137977581.png,51122,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000055_1658487138017581.png,51050,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000056_1658487138057581.png,50317,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000057_1658487138097581.png,50146,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000058_1658487138137581.png,50503,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000059_1658487138177581.png,50367,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000060_1658487138217581.png,50577,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000061_1658487138257582.png,50681,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000062_1658487138297582.png,50741,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000063_1658487138337582.png,50837,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000064_1658487138377582.png,50897,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000065_1658487138417582.png,50910,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000066_1658487138457582.png,50962,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000067_1658487138497582.png,51007,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000068_1658487138537582.png,50967,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000069_1658487138577582.png,51038,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000070_1658487138617582.png,51056,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000071_1658487138657582.png,51047,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000072_1658487138697582.png,51049,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000073_1658487138737582.png,51077,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000074_1658487138777582.png,51047,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000075_1658487138817582.png,51050,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000076_1658487138857582.png,51040,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000077_1658487138897582.png,51041,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
