filename,cx,cy,w,h,angle,confident
000000.png,126.21508026123047,116.6851577758789,33.92704772949219,25.340526580810547,-1.1911377906799316,0.9935007691383362
000001.png,126.21123504638672,116.68970489501953,33.91543197631836,25.38107681274414,-1.1908071041107178,0.9934337139129639
000002.png,126.20936584472656,116.69010925292969,33.926063537597656,25.384124755859375,-1.1906235218048096,0.993445634841919
000003.png,126.21147155761719,116.68663787841797,33.92292404174805,25.37894630432129,-1.1905317306518555,0.9934512376785278
000004.png,126.21086883544922,116.68962097167969,33.93419647216797,25.385194778442383,-1.1908063888549805,0.9934990406036377
000005.png,126.20977783203125,116.68768310546875,33.92681884765625,25.378435134887695,-1.191267967224121,0.9934455156326294
000006.png,126.2098388671875,116.68579864501953,33.91370391845703,25.374778747558594,-1.1911640167236328,0.9934034943580627
000007.png,126.20784759521484,116.6868896484375,33.91207504272461,25.376386642456055,-1.1910336017608643,0.9934189915657043
000008.png,126.208984375,116.68505859375,33.915306091308594,25.37897300720215,-1.1909739971160889,0.9934119582176208
000009.png,126.20731353759766,116.68443298339844,33.914241790771484,25.38528060913086,-1.1909739971160889,0.9934542179107666
000010.png,126.20867919921875,116.6859130859375,33.911991119384766,25.382970809936523,-1.1913504600524902,0.993461012840271
000011.png,126.20671081542969,116.6886215209961,33.90755844116211,25.380844116210938,-1.1912704706192017,0.9934746623039246
000012.png,126.20674133300781,116.68868255615234,33.914058685302734,25.382770538330078,-1.19119131565094,0.9934999346733093
000013.png,126.2083740234375,116.68787384033203,33.92196273803711,25.382549285888672,-1.1913816928863525,0.993463397026062
000014.png,126.20513153076172,116.69249725341797,33.92240905761719,25.383621215820312,-1.1909542083740234,0.9934669137001038
000015.png,126.20083618164062,116.6937484741211,33.921974182128906,25.388628005981445,-1.190401554107666,0.9934881925582886
000016.png,126.20263671875,116.69784545898438,33.91392135620117,25.3841552734375,-1.1900047063827515,0.993490993976593
000017.png,126.20232391357422,116.69259643554688,33.92769241333008,25.390111923217773,-1.1899878978729248,0.9935159683227539
000018.png,126.20179748535156,116.69076538085938,33.928810119628906,25.387569427490234,-1.1903398036956787,0.9935099482536316
000019.png,126.20196533203125,116.6908187866211,33.93110275268555,25.392269134521484,-1.1903018951416016,0.9935085773468018
000020.png,126.20099639892578,116.69397735595703,33.92426300048828,25.386001586914062,-1.190362811088562,0.9935122132301331
000021.png,126.2010269165039,116.693359375,33.93272399902344,25.388534545898438,-1.1899164915084839,0.9935302138328552
000022.png,126.20185852050781,116.69136810302734,33.94304275512695,25.394216537475586,-1.1901276111602783,0.9935423135757446
000023.png,126.19979858398438,116.69401550292969,33.935577392578125,25.39436912536621,-1.190011978149414,0.9935677647590637
000024.png,126.19918823242188,116.69393920898438,33.93025588989258,25.394027709960938,-1.190359354019165,0.9935619831085205
000025.png,126.20304107666016,116.69229125976562,33.938846588134766,25.389169692993164,-1.189880609512329,0.9935584664344788
000026.png,126.20344543457031,116.6913833618164,33.93833923339844,25.388132095336914,-1.1897294521331787,0.9935512542724609
000027.png,126.20530700683594,116.69073486328125,33.94662857055664,25.395734786987305,-1.1891114711761475,0.9935854077339172
000028.png,126.2027587890625,116.69098663330078,33.94892120361328,25.401784896850586,-1.1892542839050293,0.9935850501060486
000029.png,126.20256805419922,116.69023132324219,33.95145797729492,25.40394401550293,-1.18927001953125,0.9936046004295349
000030.png,126.20184326171875,116.6944808959961,33.94292068481445,25.40093231201172,-1.1892606019973755,0.9935923218727112
000031.png,126.20459747314453,116.68938446044922,33.94521713256836,25.406572341918945,-1.1898475885391235,0.9935884475708008
000032.png,126.20349884033203,116.69353485107422,33.932369232177734,25.40554428100586,-1.1895015239715576,0.9935657382011414
000033.png,126.20706176757812,116.68844604492188,33.9451904296875,25.410547256469727,-1.1890499591827393,0.9935935139656067
000034.png,126.2078857421875,116.68917846679688,33.95244216918945,25.41497039794922,-1.1891359090805054,0.9936123490333557
000035.png,126.20780181884766,116.69048309326172,33.95379638671875,25.4138240814209,-1.189279556274414,0.9936137795448303
000036.png,126.20915222167969,116.69055938720703,33.95244598388672,25.412975311279297,-1.1891422271728516,0.9936304688453674
000037.png,126.20988464355469,116.68971252441406,33.9605827331543,25.418474197387695,-1.1891155242919922,0.9936500191688538
000038.png,126.2104721069336,116.69395446777344,33.955665588378906,25.41693687438965,-1.1887681484222412,0.9936449527740479
000039.png,126.21036529541016,116.6926498413086,33.958946228027344,25.423049926757812,-1.188745141029358,0.9936562180519104
000040.png,126.20989990234375,116.69180297851562,33.95683670043945,25.42192840576172,-1.1886115074157715,0.9936552047729492
000041.png,126.21092987060547,116.69407653808594,33.95753479003906,25.423248291015625,-1.188727855682373,0.9936634302139282
000042.png,126.21052551269531,116.69575500488281,33.952545166015625,25.42318344116211,-1.1883735656738281,0.9936624765396118
000043.png,126.21131896972656,116.6954345703125,33.95228576660156,25.42200469970703,-1.1884808540344238,0.9936703443527222
000044.png,126.2125015258789,116.69708251953125,33.950294494628906,25.41846466064453,-1.1882870197296143,0.9936776757240295
000045.png,126.21293640136719,116.69632720947266,33.948211669921875,25.417203903198242,-1.1883633136749268,0.9936717748641968
000046.png,126.21073150634766,116.70133972167969,33.94633483886719,25.4112606048584,-1.1881458759307861,0.9936563372612
000047.png,126.21055603027344,116.70166778564453,33.94684982299805,25.413450241088867,-1.1882143020629883,0.9936540126800537
000048.png,126.20946502685547,116.70206451416016,33.93877029418945,25.40923309326172,-1.1880486011505127,0.9936390519142151
000049.png,126.21106719970703,116.70374298095703,33.93983840942383,25.403745651245117,-1.1875073909759521,0.9936435222625732
000050.png,126.21250915527344,116.70147705078125,33.939205169677734,25.40592384338379,-1.1873811483383179,0.9936436414718628
000051.png,126.21458435058594,116.6976547241211,33.954444885253906,25.409114837646484,-1.1874362230300903,0.99365234375
000052.png,126.21541595458984,116.70048522949219,33.94598388671875,25.40029525756836,-1.1875104904174805,0.9936044812202454
000053.png,126.21846008300781,116.70439147949219,33.947872161865234,25.398141860961914,-1.1870532035827637,0.9935983419418335
000054.png,126.2186279296875,116.70597076416016,33.942726135253906,25.396333694458008,-1.1868239641189575,0.9936107993125916
000055.png,126.2181396484375,116.7123031616211,33.935340881347656,25.390439987182617,-1.1867825984954834,0.9935804605484009
000056.png,126.22000885009766,116.71224212646484,33.9405632019043,25.391983032226562,-1.1866174936294556,0.9935681223869324
000057.png,126.22167205810547,116.71174621582031,33.9383544921875,25.3902530670166,-1.186708927154541,0.9935699701309204
000058.png,126.2227554321289,116.7170181274414,33.93724822998047,25.390403747558594,-1.1867499351501465,0.9936095476150513
000059.png,126.22344207763672,116.70896911621094,33.9473876953125,25.3990421295166,-1.1861205101013184,0.9936580061912537
000060.png,126.22109985351562,116.7059326171875,33.94760513305664,25.400508880615234,-1.1861268281936646,0.9936518669128418
000061.png,126.21736907958984,116.70892333984375,33.93836975097656,25.39483070373535,-1.1867098808288574,0.9936264753341675
000062.png,126.22212219238281,116.707275390625,33.950279235839844,25.39926528930664,-1.1862505674362183,0.9936332702636719
000063.png,126.22063446044922,116.712646484375,33.938602447509766,25.396631240844727,-1.186630368232727,0.993630588054657
000064.png,126.22132110595703,116.71183013916016,33.93952560424805,25.40135955810547,-1.18673574924469,0.9936572909355164
000065.png,126.22007751464844,116.7105484008789,33.94125747680664,25.404523849487305,-1.1872289180755615,0.9936367273330688
000066.png,126.21510314941406,116.71033477783203,33.93553924560547,25.3996524810791,-1.187216877937317,0.9935979843139648
000067.png,126.21173858642578,116.70394897460938,33.94496536254883,25.40818214416504,-1.187758207321167,0.9936193823814392
000068.png,126.21070098876953,116.70071411132812,33.94175720214844,25.40708351135254,-1.1876494884490967,0.9936116337776184
000069.png,126.2071304321289,116.69652557373047,33.946163177490234,25.418115615844727,-1.1881914138793945,0.9936546087265015
000070.png,126.20474243164062,116.69451904296875,33.95766830444336,25.424196243286133,-1.1877985000610352,0.9936599135398865
000071.png,126.19722747802734,116.69010162353516,33.94411087036133,25.40373992919922,-1.1888136863708496,0.993556559085846
000072.png,126.19779205322266,116.69078826904297,33.948486328125,25.402782440185547,-1.188896894454956,0.9935809373855591
000073.png,126.19927215576172,116.69014739990234,33.940303802490234,25.395082473754883,-1.188915491104126,0.9935408234596252
000074.png,126.193115234375,116.69139099121094,33.952457427978516,25.401540756225586,-1.188350796699524,0.993575394153595
000075.png,126.1983642578125,116.68759155273438,33.95394515991211,25.404708862304688,-1.188636064529419,0.9935699701309204
000076.png,126.20074462890625,116.68814086914062,33.959632873535156,25.409521102905273,-1.1885231733322144,0.9935935139656067
000077.png,126.20082092285156,116.68473815917969,33.9720344543457,25.41864776611328,-1.1889348030090332,0.9936094284057617
000078.png,126.20249938964844,116.6787109375,33.997283935546875,25.427806854248047,-1.1888597011566162,0.9936389327049255
000079.png,126.20323944091797,116.68265533447266,33.994380950927734,25.42890739440918,-1.189447045326233,0.9936915636062622
000080.png,126.2253646850586,116.73387908935547,33.90397262573242,25.446134567260742,-1.1906386613845825,0.993899941444397
000081.png,126.24634552001953,116.669677734375,33.97413635253906,25.456422805786133,-1.1883676052093506,0.9938064813613892
000082.png,126.24760437011719,116.6668472290039,33.98431396484375,25.45925521850586,-1.1884262561798096,0.9938144683837891
000083.png,126.24596405029297,116.66241455078125,33.97426986694336,25.456968307495117,-1.1897516250610352,0.99379962682724
000084.png,126.24429321289062,116.6700668334961,33.95499038696289,25.44587516784668,-1.1896674633026123,0.9937693476676941
000085.png,126.24762725830078,116.66917419433594,33.96406173706055,25.441566467285156,-1.1896017789840698,0.9937596917152405
000086.png,126.24658966064453,116.66966247558594,33.965171813964844,25.440399169921875,-1.189271092414856,0.9937620759010315
000087.png,126.2475357055664,116.6711196899414,33.9621696472168,25.43879508972168,-1.1894304752349854,0.9937525391578674
000088.png,126.2475357055664,116.67216491699219,33.958885192871094,25.43766212463379,-1.1892435550689697,0.9937466382980347
000089.png,126.24703979492188,116.67488861083984,33.95384979248047,25.43937873840332,-1.1890568733215332,0.9937551021575928
000090.png,126.24675750732422,116.67200469970703,33.95957946777344,25.44752311706543,-1.189306616783142,0.9937918782234192
000091.png,126.24600219726562,116.67277526855469,33.957584381103516,25.451692581176758,-1.1896452903747559,0.9938057661056519
000092.png,126.24800872802734,116.67172241210938,33.96434783935547,25.452064514160156,-1.189513921737671,0.9938207268714905
000093.png,126.24736022949219,116.67425537109375,33.964599609375,25.448781967163086,-1.1892800331115723,0.9938263297080994
000094.png,126.24808502197266,116.67375183105469,33.96137237548828,25.446792602539062,-1.1894334554672241,0.9938393235206604
000095.png,126.25041198730469,116.67777252197266,33.968223571777344,25.448650360107422,-1.1881074905395508,0.9938679337501526
000096.png,126.25391387939453,116.72295379638672,33.9658203125,25.484907150268555,-1.184160590171814,0.9940710663795471
000097.png,126.25212860107422,116.72406768798828,33.96982955932617,25.488554000854492,-1.1844325065612793,0.9940940737724304
000098.png,126.24856567382812,116.725341796875,33.955814361572266,25.484607696533203,-1.1846359968185425,0.9940376281738281
000099.png,126.2490234375,116.72689819335938,33.958431243896484,25.48381233215332,-1.185011386871338,0.99402916431427
000100.png,126.25564575195312,116.718994140625,33.97232437133789,25.484464645385742,-1.1850955486297607,0.9940768480300903
000101.png,126.25938415527344,116.70576477050781,33.97124099731445,25.46950912475586,-1.1850850582122803,0.9939786195755005
000102.png,126.26033020019531,116.69926452636719,33.98321533203125,25.474855422973633,-1.1851955652236938,0.9939911961555481
000103.png,126.2635726928711,116.69615936279297,33.99567794799805,25.478750228881836,-1.1853272914886475,0.9939976930618286
000104.png,126.26224517822266,116.69502258300781,33.992164611816406,25.47845458984375,-1.1854652166366577,0.9939857125282288
000105.png,126.2635269165039,116.69335174560547,34.00229263305664,25.482744216918945,-1.1852962970733643,0.9939861297607422
000106.png,126.26548767089844,116.69076538085938,34.009700775146484,25.489469528198242,-1.1849201917648315,0.994012176990509
000107.png,126.26661682128906,116.69214630126953,34.002784729003906,25.483745574951172,-1.1847820281982422,0.99402916431427
000108.png,126.26851654052734,116.69093322753906,34.01194763183594,25.487398147583008,-1.184386968612671,0.9940424561500549
000109.png,126.26715087890625,116.69042205810547,34.008052825927734,25.481895446777344,-1.1844143867492676,0.9940229058265686
000110.png,126.27156066894531,116.68417358398438,34.016868591308594,25.484453201293945,-1.1846565008163452,0.9940087795257568
000111.png,126.27162170410156,116.68328094482422,34.00893020629883,25.481618881225586,-1.1843807697296143,0.9939963817596436
000112.png,126.2718505859375,116.68668365478516,34.00554275512695,25.48273468017578,-1.1844112873077393,0.9939988851547241
000113.png,126.27008056640625,116.68636322021484,34.00248718261719,25.483797073364258,-1.1844844818115234,0.9940096139907837
000114.png,126.27009582519531,116.68521118164062,34.005916595458984,25.48267936706543,-1.1845784187316895,0.9940009713172913
000115.png,126.27224731445312,116.6829605102539,34.00936508178711,25.479419708251953,-1.1846086978912354,0.9939914345741272
000116.png,126.27161407470703,116.68476104736328,34.00878143310547,25.481801986694336,-1.1851377487182617,0.9940107464790344
000117.png,126.27322387695312,116.68474578857422,34.00300979614258,25.479066848754883,-1.1852281093597412,0.9940060377120972
000118.png,126.26996612548828,116.68621063232422,34.000492095947266,25.474178314208984,-1.1857951879501343,0.9939818978309631
000119.png,126.26569366455078,116.68736267089844,33.992881774902344,25.46772575378418,-1.1865475177764893,0.9939289093017578
000120.png,126.2656021118164,116.68739318847656,33.991031646728516,25.464996337890625,-1.1868062019348145,0.9939215183258057
000121.png,126.26395416259766,116.68637084960938,33.99376678466797,25.46347999572754,-1.1873199939727783,0.9939067959785461
000122.png,126.26321411132812,116.68458557128906,34.001258850097656,25.466211318969727,-1.187323808670044,0.9939008951187134
000123.png,126.263671875,116.6845474243164,34.00038528442383,25.464689254760742,-1.1875046491622925,0.9938761591911316
000124.png,126.26187133789062,116.6855697631836,33.99597930908203,25.46281623840332,-1.1875200271606445,0.9938659071922302
000125.png,126.2650375366211,116.68383026123047,33.99884796142578,25.462596893310547,-1.1877247095108032,0.9938672184944153
000126.png,126.26380157470703,116.68505096435547,34.001564025878906,25.465206146240234,-1.18766450881958,0.9938925504684448
000127.png,126.26555633544922,116.68574523925781,33.99453353881836,25.46311378479004,-1.1878033876419067,0.9938879609107971
000128.png,126.2657241821289,116.68103790283203,33.997840881347656,25.46856117248535,-1.1877825260162354,0.9938651919364929
000129.png,126.2628173828125,116.6795883178711,33.99875259399414,25.47316551208496,-1.187380075454712,0.9938806295394897
000130.png,126.2612075805664,116.6820068359375,33.99171829223633,25.468975067138672,-1.1870346069335938,0.9938655495643616
000131.png,126.26105499267578,116.68199157714844,33.989322662353516,25.467958450317383,-1.1871882677078247,0.9938592314720154
000132.png,126.26082611083984,116.67884826660156,33.988929748535156,25.465858459472656,-1.1871592998504639,0.9938331842422485
000133.png,126.26152038574219,116.6815414428711,33.98817443847656,25.466325759887695,-1.1866072416305542,0.9938563704490662
000134.png,126.2603530883789,116.67987823486328,33.98756790161133,25.464982986450195,-1.1865559816360474,0.9938524961471558
000135.png,126.26216125488281,116.67838287353516,33.99053955078125,25.467679977416992,-1.186486005783081,0.9938631057739258
000136.png,126.26236724853516,116.67740631103516,33.987396240234375,25.469263076782227,-1.1862177848815918,0.9938696622848511
000137.png,126.26052856445312,116.67667388916016,33.98611831665039,25.46648597717285,-1.1864583492279053,0.9938530921936035
000138.png,126.26223754882812,116.67736053466797,33.981849670410156,25.467815399169922,-1.1871017217636108,0.9938528537750244
000139.png,126.26162719726562,116.67761993408203,33.97609329223633,25.46841049194336,-1.187558650970459,0.9938336610794067
000140.png,126.25691986083984,116.67760467529297,33.97339630126953,25.46261978149414,-1.1879644393920898,0.9938190579414368
000141.png,126.2565689086914,116.67959594726562,33.96442794799805,25.464946746826172,-1.1877803802490234,0.9938212037086487
000142.png,126.25777435302734,116.68638610839844,33.954566955566406,25.449583053588867,-1.18777334690094,0.993787407875061
000143.png,126.24609375,116.7381362915039,33.91145706176758,25.483659744262695,-1.1871516704559326,0.9940259456634521
000144.png,126.24750518798828,116.74009704589844,33.91022491455078,25.483821868896484,-1.1873154640197754,0.9940253496170044
000145.png,126.24195861816406,116.74200439453125,33.91101837158203,25.483034133911133,-1.1866588592529297,0.9940310120582581
000146.png,126.23257446289062,116.7469711303711,33.88519287109375,25.46540641784668,-1.1873117685317993,0.9939437508583069
000147.png,126.23040008544922,116.751708984375,33.870445251464844,25.45689582824707,-1.187582015991211,0.9939269423484802
000148.png,126.22770690917969,116.74835205078125,33.881500244140625,25.463409423828125,-1.186753273010254,0.9939331412315369
000149.png,126.22988891601562,116.7514877319336,33.88958740234375,25.47161865234375,-1.1862826347351074,0.9939727187156677
000150.png,126.22445678710938,116.7564468383789,33.903404235839844,25.470258712768555,-1.1864475011825562,0.9939785003662109
000151.png,126.22159576416016,116.75193786621094,33.8967170715332,25.45446014404297,-1.1868386268615723,0.9939502477645874
000152.png,126.21973419189453,116.75251007080078,33.8924560546875,25.450780868530273,-1.1874443292617798,0.9939454197883606
000153.png,126.21736907958984,116.75,33.89219665527344,25.448514938354492,-1.188323736190796,0.9938932657241821
000154.png,126.2205810546875,116.74835205078125,33.8925895690918,25.44281005859375,-1.1882978677749634,0.9938785433769226
000155.png,126.22615051269531,116.74539947509766,33.900123596191406,25.44672393798828,-1.1878390312194824,0.9939035773277283
000156.png,126.22758483886719,116.74523162841797,33.91014099121094,25.450498580932617,-1.1880038976669312,0.9939221143722534
000157.png,126.22869110107422,116.74213409423828,33.912593841552734,25.457740783691406,-1.1882638931274414,0.9939350485801697
000158.png,126.22854614257812,116.74430084228516,33.91333770751953,25.460708618164062,-1.1879832744598389,0.9939765930175781
000159.png,126.23103332519531,116.74141693115234,33.93206787109375,25.464757919311523,-1.1873793601989746,0.9940189123153687
000160.png,126.24834442138672,116.65728759765625,34.01141357421875,25.51665687561035,-1.1867626905441284,0.9941174983978271
000161.png,126.22783660888672,116.64189147949219,34.118350982666016,25.559606552124023,-1.1843451261520386,0.9945376515388489
000162.png,126.22510528564453,116.64291381835938,34.118751525878906,25.563093185424805,-1.1844887733459473,0.9945396780967712
000163.png,126.22724914550781,116.64154052734375,34.127296447753906,25.56864356994629,-1.184098482131958,0.9945656061172485
000164.png,126.22509765625,116.64348602294922,34.130428314208984,25.56751251220703,-1.1841340065002441,0.9945546388626099
000165.png,126.22567749023438,116.6364974975586,34.141544342041016,25.573627471923828,-1.1838644742965698,0.9945652484893799
000166.png,126.22196960449219,116.63743591308594,34.133583068847656,25.572206497192383,-1.183824062347412,0.9945653676986694
000167.png,126.22233581542969,116.63845825195312,34.1334342956543,25.564849853515625,-1.1841239929199219,0.9945605397224426
000168.png,126.22409057617188,116.6406478881836,34.136959075927734,25.56511116027832,-1.1839494705200195,0.9945749044418335
000169.png,126.22254943847656,116.6432113647461,34.127601623535156,25.561182022094727,-1.1842870712280273,0.9945571422576904
000170.png,126.21998596191406,116.64472961425781,34.12383270263672,25.56381607055664,-1.1845190525054932,0.994561493396759
000171.png,126.21967315673828,116.64237976074219,34.12910461425781,25.565937042236328,-1.1844465732574463,0.99456787109375
000172.png,126.218994140625,116.64469146728516,34.12762451171875,25.567115783691406,-1.1842961311340332,0.9945790767669678
000173.png,126.2175064086914,116.64553833007812,34.12660217285156,25.569026947021484,-1.184894323348999,0.9945783615112305
000174.png,126.2137451171875,116.6424560546875,34.12813949584961,25.56525421142578,-1.1845734119415283,0.9945783615112305
000175.png,126.21504211425781,116.64591217041016,34.11521911621094,25.565568923950195,-1.18425714969635,0.9945688247680664
000176.png,126.21456146240234,116.64669036865234,34.11945343017578,25.570343017578125,-1.1841297149658203,0.9945905208587646
000177.png,126.21192932128906,116.64447784423828,34.14796829223633,25.5817813873291,-1.1827069520950317,0.9946774244308472
000178.png,126.21147155761719,116.64419555664062,34.149784088134766,25.588947296142578,-1.1832391023635864,0.9947023987770081
000179.png,126.21350860595703,116.64492797851562,34.13742446899414,25.578325271606445,-1.183917760848999,0.9946574568748474
000180.png,126.212158203125,116.64395141601562,34.13276290893555,25.57193946838379,-1.1842001676559448,0.9946321249008179
000181.png,126.20963287353516,116.64525604248047,34.13140869140625,25.573123931884766,-1.183812141418457,0.9946438074111938
000182.png,126.20865631103516,116.64584350585938,34.121856689453125,25.56317901611328,-1.1840124130249023,0.9946106672286987
000183.png,126.2089614868164,116.64378356933594,34.132022857666016,25.5723819732666,-1.1836211681365967,0.9946408271789551
000184.png,126.21129608154297,116.63941955566406,34.14644241333008,25.579315185546875,-1.1830863952636719,0.9946783781051636
000185.png,126.21420288085938,116.63985443115234,34.14204025268555,25.577098846435547,-1.1829760074615479,0.9946702122688293
000186.png,126.19715118408203,116.65499877929688,34.131832122802734,25.56976890563965,-1.1830041408538818,0.9946343898773193
000187.png,126.20065307617188,116.65410614013672,34.13397216796875,25.576858520507812,-1.1831474304199219,0.9946696162223816
000188.png,126.19892883300781,116.65670776367188,34.12628936767578,25.58123207092285,-1.18318772315979,0.9946922659873962
000189.png,126.19734954833984,116.65894317626953,34.12641143798828,25.581771850585938,-1.1828317642211914,0.9946958422660828
000190.png,126.19910430908203,116.65863037109375,34.117919921875,25.575830459594727,-1.182897686958313,0.9946836829185486
000191.png,126.20147705078125,116.65674591064453,34.116817474365234,25.57778549194336,-1.1824129819869995,0.9946961402893066
000192.png,126.20238494873047,116.65126037597656,34.13226318359375,25.589492797851562,-1.1822357177734375,0.9947386384010315
000193.png,126.20189666748047,116.65193939208984,34.14667892456055,25.59254264831543,-1.1822073459625244,0.9947608113288879
000194.png,126.20174407958984,116.65165710449219,34.145660400390625,25.59527587890625,-1.1823885440826416,0.9947806000709534
000195.png,126.20063018798828,116.65342712402344,34.1474494934082,25.597728729248047,-1.1822997331619263,0.9948112964630127
000196.png,126.19942474365234,116.65205383300781,34.14689254760742,25.597524642944336,-1.1820770502090454,0.994805634021759
000197.png,126.20072937011719,116.65069580078125,34.1549186706543,25.598491668701172,-1.18205726146698,0.9948114156723022
000198.png,126.19976043701172,116.64891815185547,34.15669250488281,25.59897232055664,-1.1818716526031494,0.9948037266731262
000199.png,126.20032501220703,116.65138244628906,34.1541748046875,25.594154357910156,-1.181684136390686,0.9947971701622009
000200.png,126.1990737915039,116.65447998046875,34.14339065551758,25.591632843017578,-1.182018756866455,0.9947866201400757
000201.png,126.20052337646484,116.6540756225586,34.1485595703125,25.592029571533203,-1.181785225868225,0.9948012828826904
000202.png,126.20024108886719,116.65461730957031,34.14863586425781,25.590560913085938,-1.1818170547485352,0.994789719581604
000203.png,126.20034790039062,116.65130615234375,34.148616790771484,25.588584899902344,-1.182039737701416,0.9947752952575684
000204.png,126.19924926757812,116.65409088134766,34.14580154418945,25.58565902709961,-1.1826670169830322,0.9947744011878967
000205.png,126.20043182373047,116.65489196777344,34.14662551879883,25.581666946411133,-1.1828160285949707,0.9947534799575806
000206.png,126.19851684570312,116.6556625366211,34.13325119018555,25.578157424926758,-1.1827867031097412,0.994741678237915
000207.png,126.19668579101562,116.65825653076172,34.137786865234375,25.5834903717041,-1.1827418804168701,0.9947664737701416
000208.png,126.19564056396484,116.65681457519531,34.13700485229492,25.58661651611328,-1.182402491569519,0.9947645664215088
000209.png,126.19457244873047,116.65715026855469,34.136741638183594,25.587635040283203,-1.182535171508789,0.994770348072052
000210.png,126.18846130371094,116.6613998413086,34.1207389831543,25.581785202026367,-1.1830132007598877,0.9947445392608643
000211.png,126.18533325195312,116.65943908691406,34.11872482299805,25.58186912536621,-1.1827666759490967,0.9947521686553955
000212.png,126.190673828125,116.64433288574219,34.15586471557617,25.599790573120117,-1.182675838470459,0.9948198199272156
000213.png,126.1908187866211,116.64356231689453,34.152774810791016,25.596309661865234,-1.1827337741851807,0.9948053956031799
